商品マスタID,Mycaアプリ上でのID,商品名,商品名カナ,エキスパンション,カード番号,レアリティ,封入パック,キーワード,JANコード,表示順,ジャンル,カテゴリ,販売店舗価格,買取価格,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
,800277600,爆龍皇 ダイナボルト,,DMEX14,秘1/秘12,KGM,弩闘×十王 超ファイナルウォーズ!!!,,,,,,1080,1500,,https://files.cardrush.media/duel_masters/ocha_products/23769.webp?w=256&q=75,,,,
,800277595,バックトゥーゴ・クーチャー,,DMEX14,S10/S10,SR,弩闘×十王 超ファイナルウォーズ!!!,,,,,,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex14-s10.jpg,,,,
,800277590,ガンヴィー龍樹,,DMEX14,S9/S10,SR,弩闘×十王 超ファイナルウォーズ!!!,,,,,,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex14-s09.jpg,,,,
,800277580,ソーシャル・マニフェストⅡ世,,DMEX14,S7/S10,SR,弩闘×十王 超ファイナルウォーズ!!!,,,,,,380,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex14-s07.jpg,,,,
,800277570,無量大龍 グーゴルプレックス,,DMEX14,S5/S10,SR,弩闘×十王 超ファイナルウォーズ!!!,,,,,,680,400,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex14-s05.jpg,,,,
,800277565,世界獣龍 テライグニス・アクアエル,,DMEX14,S4/S10,SR,弩闘×十王 超ファイナルウォーズ!!!,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex14-s04.jpg,,,,
,800277560,超救命主 タイヨー,,DMEX14,S3/S10,SR,弩闘×十王 超ファイナルウォーズ!!!,,,,,,580,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex14-s03.jpg,,,,
,800277400,呪われし悪魔のミッシツ,,DMEX14,81/110,C,弩闘×十王 超ファイナルウォーズ!!!,,,,,,280,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex14-081.jpg,,,,
,800277245,戯具 ドゥモグラ,,DMEX14,50/110,U,弩闘×十王 超ファイナルウォーズ!!!,,,,,,70,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex14-050.jpg,,,,
,800277190,轟壊!切札MAX,,DMEX14,39/110,R,弩闘×十王 超ファイナルウォーズ!!!,,,,,,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex14-039.jpg,,,,
,800277165,得波!ウェイブMAX,,DMEX14,34/110,R,弩闘×十王 超ファイナルウォーズ!!!,,,,,,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex14-034.jpg,,,,
,800277115,剥楯!月光MAX,,DMEX14,24/110,R,弩闘×十王 超ファイナルウォーズ!!!,,,,,,280,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex14-024.jpg,,,,
,800277110,魔王と天使のサイン,,DMEX14,23/110,R,弩闘×十王 超ファイナルウォーズ!!!,,,,,,280,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex14-023.jpg,,,,
,800277105,護天!銀河MAX,,DMEX14,22/110,R,弩闘×十王 超ファイナルウォーズ!!!,,,,,,580,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex14-022.jpg,,,,
,800277090,樹食の超人,,DMEX14,19/110,R,弩闘×十王 超ファイナルウォーズ!!!,,,,,,280,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex14-019.jpg,,,,
,800276165,エナジー・ライト,,DMPCD01,SP1/SP1,C,デュエマプレイス・コラボデッキ 超竜の君臨＆天門の降臨,,,,,,1080,500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmpcd01-sp1.jpg,,,,
,800276085,聖霊王アルファディオス,,DMPCD01,天1/16,SR,デュエマプレイス・コラボデッキ 超竜の君臨＆天門の降臨,,,,,,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmpcd01-t01.jpg,,,,
,800276015,超神龍バイラス・テンペスト,,DMPCD01,竜4/17,SR,デュエマプレイス・コラボデッキ 超竜の君臨＆天門の降臨,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmpcd01-r04.jpg,,,,
,800276005,ボルメテウス・ホワイト・ドラゴン,,DMPCD01,竜2/17,SR,デュエマプレイス・コラボデッキ 超竜の君臨＆天門の降臨,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmpcd01-r02.jpg,,,,
,800276000,超竜バジュラ,,DMPCD01,竜1/17,SR,デュエマプレイス・コラボデッキ 超竜の君臨＆天門の降臨,,,,,,880,600,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmpcd01-r01.jpg,,,,
,800275606,未謎の鎖 ブリタネッコ,,DMRP16,秘13/秘15,VR 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,280,100,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-16%2FDMRP-16_sec13b.jpg&w=384&q=75,,,,
,800275601,兵繰凄の鎖 サイノ・ブサイ,,DMRP16,秘12/秘15,SR 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,180,50,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-16%2FDMRP-16_sec12b.jpg&w=384&q=75,,,,
,800275596,剛力羅王 ゴリオ・ブゴリ,,DMRP16,秘11/秘15,KGM 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,180,50,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-16%2FDMRP-16_sec11b.jpg&w=384&q=75,,,,
,800275586,アンヤク夜叉,,DMRP16,秘9/秘15,R 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,380,200,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-16%2FDMRP-16_sec9b.jpg&w=384&q=75,,,,
,800275585,アンヤク夜叉,,DMRP16,秘9/秘15,R,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,180,50,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-16%2FDMRP-16_sec9.jpg&w=384&q=75,,,,
,800275576,一王二命三眼槍,,DMRP16,秘7/秘15,SR 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,780,500,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-16%2FDMRP-16_sec7b.jpg&w=384&q=75,,,,
,800275575,一王二命三眼槍,,DMRP16,秘7/秘15,SR,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,680,400,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-16%2FDMRP-16_sec7.jpg&w=384&q=75,,,,
,800275571,鬼ヶ王魔 エンド・ジャオウガ,,DMRP16,秘6/秘15,KGM 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,680,400,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-16%2FDMRP-16_sec6b.jpg&w=384&q=75,,,,
,800275570,鬼ヶ王魔 エンド・ジャオウガ,,DMRP16,秘6/秘15,KGM,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,680,400,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-16%2FDMRP-16_sec6.jpg&w=384&q=75,,,,
,800275551,スパダチ キャンベロR,,DMRP16,秘2/秘15,SR 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,180,50,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-16%2FDMRP-16_sec2b.jpg&w=384&q=75,,,,
,800275550,スパダチ キャンベロR,,DMRP16,秘2/秘15,SR,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,180,50,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-16%2FDMRP-16_sec2.jpg&w=384&q=75,,,,
,800275546,勝熱百覇 モモキングReVo,,DMRP16,秘1/秘15,KGM 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,680,400,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-16%2FDMRP-16_sec1b.jpg&w=384&q=75,,,,
,800275545,勝熱百覇 モモキングReVo,,DMRP16,秘1/秘15,KGM,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,680,300,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-16%2FDMRP-16_sec1.jpg&w=384&q=75,,,,
,800275530,勝熱百覇 モモキングReVo,,DMRP16,KM1/KM3,KGM,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,580,100,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-16%2FDMRP-16_sec1.jpg&w=384&q=75,,,,
,800275526,百万面相 トカゲ丸,,DMRP16,S11/S11,SR 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,680,400,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-16%2FDMRP-16_S11b.jpg&w=384&q=75,,,,
,800275525,百万面相 トカゲ丸,,DMRP16,S11/S11,SR,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,380,50,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-16%2FDMRP-16_S11.jpg&w=384&q=75,,,,
,800275521,一王二命三眼槍,,DMRP16,S10/S11,SR 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,880,600,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-16%2FDMRP-16_S10b.jpg&w=384&q=75,,,,
,800275520,一王二命三眼槍,,DMRP16,S10/S11,SR,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,280,200,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-16%2FDMRP-16_S10.jpg&w=384&q=75,,,,
,800275516,結晶龍 プロタゴニスト,,DMRP16,S9/S11,SR 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,580,100,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-16%2FDMRP-16_S9b.jpg&w=384&q=75,,,,
,800275515,結晶龍 プロタゴニスト,,DMRP16,S9/S11,SR,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp16-s09.jpg,,,,
,800275511,無量大龍 トゥリナーツァッチ,,DMRP16,S8/S11,SR 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,3480,2500,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-16%2FDMRP-16_S8b.jpg&w=384&q=75,,,,
,800275510,無量大龍 トゥリナーツァッチ,,DMRP16,S8/S11,SR,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,2180,1000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp16-s08.jpg,,,,
,800275501,断影龍 ユスティーツァ,,DMRP16,S6/S11,SR 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,280,100,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-16%2FDMRP-16_S6b.jpg&w=384&q=75,,,,
,800275500,断影龍 ユスティーツァ,,DMRP16,S6/S11,SR,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp16-s06.jpg,,,,
,800275496,地封龍 ギャイア,,DMRP16,S5/S11,SR 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,3480,3000,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-16%2FDMRP-16_S5b.jpg&w=384&q=75,,,,
,800275495,地封龍 ギャイア,,DMRP16,S5/S11,SR,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,2980,2700,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp16-s05.jpg,,,,
,800275490,スパダチ キャンベロR,,DMRP16,S4/S11,SR,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,100,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp16-s04.jpg,,,,
,800275456,麗泳者 マツバメモノ,,DMRP16,92/95,C 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,280,100,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-16%2FDMRP-16_92b.jpg&w=384&q=75,,,,
,800275431,密かで華麗なるカイタイ,,DMRP16,87/95,C 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,1380,1000,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-16%2FDMRP-16_87b.jpg&w=384&q=75,,,,
,800275421,フェアリー・ソング,,DMRP16,85/95,C 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,780,500,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-16%2FDMRP-16_85b.jpg&w=384&q=75,,,,
,800275417,カチカチジェットT.N.K.,,DMRP16,84/95,C 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp16-084.jpg,,,,
,800275271,「伝説のサイバーパワー!」,,DMRP16,55/95,U 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,880,600,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp16-055.jpg,,,,
,800275256,罪無 ジョイダム垓,,DMRP16,52/95,U 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,580,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp16-052.jpg,,,,
,800275206,「時空さえも突き抜けろ!」,,DMRP16,42/95,U 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,780,500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp16-042.jpg,,,,
,800275201,”乱振“のハンマー,,DMRP16,41/95,U 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,380,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp16-041.jpg,,,,
,800275136,極悪!獄鬼夜城,,DMRP16,28/95,R 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp16-028.jpg,,,,
,800275121,虚数転生,,DMRP16,25/95,R 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,580,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp16-025.jpg,,,,
,800275116,戯具 グリボックリ,,DMRP16,24/95,R 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp16-024.jpg,,,,
,800275106,影世界のシクミ,,DMRP16,22/95,R 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,1580,1500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp16-022.jpg,,,,
,800275086,アンヤク夜叉,,DMRP16,18/95,R 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp16-018.jpg,,,,
,800275036,夢幻の無,,DMRP16,8/95,VR 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp16-008.jpg,,,,
,800275031,震空の鎖 メタルモグラ,,DMRP16,7/95,VR 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,280,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp16-007.jpg,,,,
,800275021,未謎の鎖 ブリタネッコ,,DMRP16,5/95,VR 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp16-005.jpg,,,,
,800275016,傾国美女 ファムファタァル,,DMRP16,4/95,VR 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,980,700,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp16-004.jpg,,,,
,800275015,傾国美女 ファムファタァル,,DMRP16,4/95,VR,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,380,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp16-004.jpg,,,,
,800275006,偽代助演 スケプティック,,DMRP16,2/95,VR 虹アイコン,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,480,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp16-002.jpg,,,,
,800275005,偽代助演 スケプティック,,DMRP16,2/95,VR,十王篇 第4弾 百王×邪王 鬼レヴォリューション!!!,,,,,,280,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp16-002.jpg,,,,
,800274180,奇石 ミクセル/ジャミング・チャフ,,DMBD15,BE9/BE10,R,レジェンドスーパーデッキ 蒼龍革命,,,,,,380,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmbd15-be9a.jpg,,,,
,800274175,無双の縛り 達閃/パシフィック・スパーク,,DMBD15,BE8/BE10,SR,レジェンドスーパーデッキ 蒼龍革命,,,,,,780,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmbd15-be8a.jpg,,,,
,800274170,その子供、可憐につき,,DMBD15,BE7/BE10,-,レジェンドスーパーデッキ 蒼龍革命,,,,,,580,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmbd15-be7.jpg,,,,
,800274165,ボルシャック・ドラゴン/決闘者・チャージャー,,DMBD15,BE6/BE10,-,レジェンドスーパーデッキ 蒼龍革命,,,,,,980,600,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmbd15-be6a.jpg,,,,
,800274160,ボルシャック・サイバーエクス,,DMBD15,BE5/BE10,-,レジェンドスーパーデッキ 蒼龍革命,,,,,,680,400,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmbd15-be5.jpg,,,,
,800274155,聖霊龍騎サンブレード・NEX,,DMBD15,BE4/BE10,-,レジェンドスーパーデッキ 蒼龍革命,,,,,,680,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmbd15-be4.jpg,,,,
,800274150,鳳翔竜騎ソウルピアレイジ/高貴なる魂炎,,DMBD15,BE3/BE10,-,レジェンドスーパーデッキ 蒼龍革命,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmbd15-be3a.jpg,,,,
,800274145,ボルシャック・ドギラゴン,,DMBD15,BE2/BE10,LEG,レジェンドスーパーデッキ 蒼龍革命,,,,,,680,400,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmbd15-be2.jpg,,,,
,800274140,蒼き守護神 ドギラゴン閃,,DMBD15,BE1/BE10,LEG,レジェンドスーパーデッキ 蒼龍革命,,,,,,1080,800,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmbd15-be1.jpg,,,,
,800274130,奇石 ミクセル/ジャミング・チャフ,,DMBD15,SE9/SE10,R,レジェンドスーパーデッキ 蒼龍革命,,,,,,280,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmbd15-se9a.jpg,,,,
,800274125,奇天烈 シャッフ,,DMBD15,SE8/SE10,VR,レジェンドスーパーデッキ 蒼龍革命,,,,,,680,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmbd15-se8.jpg,,,,
,800274120,水晶の記録 ゼノシャーク/クリスタル・メモリー,,DMBD15,SE7/SE10,VR,レジェンドスーパーデッキ 蒼龍革命,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmbd15-se7a.jpg,,,,
,800274110,無双の縛り 達閃/パシフィック・スパーク,,DMBD15,SE5/SE10,SR,レジェンドスーパーデッキ 蒼龍革命,,,,,,380,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmbd15-se5a.jpg,,,,
,800274105,その子供、可憐につき,,DMBD15,SE4/SE10,-,レジェンドスーパーデッキ 蒼龍革命,,,,,,380,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmbd15-se4.jpg,,,,
,800274090,時の法皇 ミラダンテⅫ,,DMBD15,SE1/SE10,LEG,レジェンドスーパーデッキ 蒼龍革命,,,,,,1480,1000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmbd15-se1.jpg,,,,
,800274075,異端流し オニカマス,,DMBD15,16/18,U,レジェンドスーパーデッキ 蒼龍革命,,,,,,280,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmbd15-016.jpg,,,,
,800274045,凰翔竜機バルキリー・ルピア,,DMBD15,10/18,-,レジェンドスーパーデッキ 蒼龍革命,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmbd15-010.jpg,,,,
,800274040,単騎連射 マグナム,,DMBD15,9/18,-,レジェンドスーパーデッキ 蒼龍革命,,,,,,1080,900,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmbd15-009.jpg,,,,
